"Education","https://www.emeraldinsight.com/loi/itse","Interactive Technology and Smart Education","978-1-78635-064-0","978-1-78635-063-3","Laura A. Wankel, Charles Wankel","2016","Integrating Curricular and Co-Curricular Endeavors to Enhance Student Outcomes reports on innovative approaches taken in universities in a number of nations of their experience in bringing together learning in courses with learning in co- and extracurricular activities.","Part I Introduction;Part II Approaches to Integrating the Curricular, Co-Curricular, and Extra Curricular;Part III Integrating International Learning into Curricula;Part IV Learning from Peers;Part V Leveraging Co-Curricular Endeavors","Advances in Learning and Behavioral Disabilities","0735-004X","Bryan G. Cook, Melody Tankersley & Timothy J. Landrum","Education","1741-5659","Education"
"Business, Management & Strategy","https://www.emeraldinsight.com/doi/book/10.1108/s1876-066x%282013%2929","Volume 29 - Challenges for the Trade of Central and Southeast Europe","978-1-78190-832-7","978-1-78190-833-4","Sanda Renko, Blazenka Knezevic","2013","","","International Business and Management","1876-066X","Professor Pervez Ghauri","Business, Management & Strategy","1751-5637","Business, Management & Strategy"
"Business, Management & Strategy","https://www.emeraldinsight.com/doi/book/10.1108/9781786356093","21st Century Corporate Citizenship: A Practical Guide to Delivering Value to Society and Your Business","978-1-78635-610-9","978-1-78635-609-3","Michael Schwartz, Howard Harris, Debra R. Comer","2017","This book presents a step-by-step process aimed at helping you create the most successful business possible in the 21st century competitive landscape, empowering corporate citizenship professionals to accelerate their credibility within their company as an effective contributor who understands their company’s strategy and who creates value.","Section 1: Laying the Foundation and Creating Your Basic Tools;Section II: Getting Results Across Your Business;Section III: Pulling it all Together","Research in Ethical Issues in Organizations","1529-2096","Michael Schwartz and Howard Harris","Business, Management & Strategy","2042-5961","Business, Management & Strategy"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1016/s1085-4622%282007%298","Volume 8 - Advances in Accounting Education Teaching and Curriculum Innovations","978-0-7623-1447-8","978-1-84950-867-4","Bill N. Schwartz, Anthony H. Catanach","2007","","","Advances in Accounting Education","1085-4622","Dr Thomas G. Calderon","Accounting, Finance & Economics","0951-3574","Accounting, Finance & Economics"
"Education","https://www.emeraldinsight.com/doi/book/10.1108/s1479-3687%282011%2914","Volume 14 - Places of Curriculum Making","978-0-85724-827-5","978-0-85724-828-2","Janice Huber, M. Shaun Murphy, D. Jean Clandinin","2011","","","Advances in Research on Teaching","1479-3687","Dr Stefinee Pinnegar","Education","1074-8121","Education"
"Transport","https://www.emeraldinsight.com/series/hit","","978-0-08-043595-4","978-1-61583-246-0","Kenneth J. Button, David A. Hensher","2001","This book discusses transport systems and the implementation of related public policy - a relevant topic with contemporary traffic congestion, environmental intrusion, transport safety, and budget issues. It is a resource for both experienced researchers and those new to the field.","","Handbooks in Transport","1472-7889","David A. Hensher and Kenneth J. Button","Transport","","Transport"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/s1537-4661%282011%2914","Volume 14 - The Well-Being, Peer Cultures and Rights of Children","978-1-78052-074-2","978-1-78052-075-9","Loretta E. Bass, David A. Kinney","2011","","Part I: Children's Well-Being;Part II: Children and Youth Peer Cultures;Part III: Children's Rights","Sociological Studies of Children and Youth","1537-4661","Loretta E. Bass","Sociology","1871-2673","Sociology"
"Health & Social Care","https://www.emeraldinsight.com/loi/ijhg","International Journal of Health Governance","978-0-7623-1228-3","978-1-84950-357-0","Grant T. Savage, Jon A. Chilingerian, Michael Powell, Qian Xiao","2005","","Introduction;Patients and Providers;Policy;Performance","Advances in Health Care Management","1474-8231","Dr. Leonard H. Friedman, Dr. Jim Goes, Professor Grant T. Savage","Health & Social Care","2059-4631","Health & Social Care"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/9781787692237","Funerary Practices in England and Wales","978-1-78769-226-8","978-1-78769-223-7","Manas Chatterji, Chen Bo, Rameshwar Misra","2018","This book is an essential reference resource for policy-makers, practitioners and academics with an interest in any aspect of funerary practice in England and Wales.","","Funerary International","1572-8323","Professor Manas Chatterji","Sociology","1757-0980","Sociology"
"HR, Learning & Organization Studies","https://www.emeraldinsight.com/doi/book/10.1016/s0742-6186%282005%2914","Volume 14 - Advances in Industrial & Labor Relations","978-0-7623-1265-8","978-1-84950-382-2","David Lewin, Bruce E. Kaufman","2005","","","Advances in Industrial and Labor Relations","0742-6186","David Lewin and Paul Gollan","HR, Learning & Organization Studies","1012-8255","HR, Learning & Organization Studies"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/9781787691711","Intelligence and State Surveillance in Modern Societies","978-1-78769-172-8","978-1-78769-171-1","Harriet Hartman","2018","Since the dissolution of the Soviet Union in the early 1990’s, Western state surveillance and intelligence activities have drastically adapted to new domestic and global challenges. This book examines the evolution of state surveillance in modern societies and provides an international perspective on influential trends affecting these activities.","","Research in Social Problems and Public Policy","0196-1152","Professor Ted I. K. Youn.","Sociology,","1460-8790","Sociology,"
"Library Studies","https://www.emeraldinsight.com/doi/book/10.1108/9781787145252","The Emerald Handbook of Modern Information Management","978-1-78714-526-9","978-1-78714-525-2","James M. Matarazzo, Toby Pearlstein","2017","This handbook aims to be an integral text for students of library and information science and a ready-reference for information professional practitioners. The chapters provide a construct through which any information professional may learn about the major challenges facing them in the early part of the 21st century.","Part I The Context;Part II The Balanced Scorecard: A Framework for Demonstrating Contribution;Customer Metrics;Internal Process Metrics;Learning & Growth Metrics;Financial Metrics;Part III Epilogue: All Progress is Change;A Corporate Viewpoint of Information Today;Indian Prairie Public Library: A Valued Community Resource;Role of Information Services in the Legal Environment","Library and Information Science","1876-0562","Professor Jens-Erik Mai","Library Studies","1364-5137","Library Studies"
"Business, Management & Strategy","https://www.emeraldinsight.com/doi/book/10.1108/s2051-5030%282014%2914","Volume 14 - The Sustainability of Restorative Justice","978-1-78350-753-5","978-1-78350-754-2","Paula Kenny, Liam Leonard","2014","","","Advances in Sustainability and Environmental Justice","2051-5030","David Crowther","Public Policy & Environmental Management","1087-8572","Public Policy & Environmental Management"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1016/s1474-7871%282004%2913","Volume 13 - Advances in Management Accounting","978-0-7623-1139-2","978-1-84950-295-5","Dilip S. Mutum, Mohammad Mohsin Butt, Mamunur Rashid","2004","","","Advances in Management Accounting","1474-7871","Professor Mary A Malina","Accounting, Finance & Economics","0951-3574","Accounting, Finance & Economics"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1016/s0196-1152%282007%2914","Volume 14 - Cultures of Contamination","978-0-7623-1371-6","978-1-84950-460-7","Michael R. Edelstein, Maria Tysiachniouk, Lyudmila V. Smirnova","2007","","Part 1: The Dynamics of a Contaminated Community;Part 2: Closed Cities, Secret Accidents and Social Adaptations;Part 3: Mitigations;Part 4: Perspectives","Research in Social Problems and Public Policy","0196-1152","Professor Ted I. K. Youn.","Sociology,","1757-0972","Sociology,"
"Public Policy & Environmental Management","https://www.emeraldinsight.com/loi/jadee","Journal of Agribusiness in Developing and Emerging Economies","978-1-78714-267-1","978-1-78714-266-4","Tarak Barkawi, George Lawson","2017","","","Political Power and Social Theory","0198-8719","Professor Julian Go","Sociology,","2044-0839","Sociology,"
"Information & Knowledge Management","https://www.emeraldinsight.com/loi/imcs","Information Management & Computer Security","978-1-78350-815-0","978-1-78350-816-7","Christine Bruce, Kate Davis, Hilary Hughes, Helen Partridge, Ian Stoodley","2014","","Section I: Overview;Section II: Theorising Information Experience;Section III: Experiencing Information;Section IV: Community Information Experience;Section V: Organisational and Professional Information Experience;Section VI: Learners’ Information Experience;Section VII: Afterword","Library and Information Science","1876-0562","Professor Jens-Erik Mai","Library Studies,","0968-5227","Library Studies,"
"Public Policy & Environmental Management","https://www.emeraldinsight.com/doi/book/10.1016/s1529-2096%282005%296","Volume 6 - Crisis and Opportunity in the Professions","978-0-7623-1261-0","978-1-84950-378-5","Moses L. Pava, Patrick Primeaux","2005","","","Research in Ethical Issues in Organizations","1529-2096","Michael Schwartz and Howard Harris","HR, Learning & Organization Studies","0007-070X","HR, Learning & Organization Studies"
"Education","https://www.emeraldinsight.com/doi/book/10.1108/9781786353672","Reimagining Business Education: Insights and Actions from the Business Education Jam","978-1-78635-368-9","978-1-78635-367-2","Enakshi Sengupta, Patrick Blessinger","2016","This book discusses the rationale for, and design of, the first Business Education Jam. It reviews key challenges and articulates a vision for how the role and delivery of business education could be reimagined in a time when business schools struggle to identify the innovations necessary to meet the needs of a changing world.","","Great Debates in Higher Education","2055-3641","Charles Wankel","Education","0968-4883","Education"
"HR, Learning & Organization Studies","https://www.emeraldinsight.com/doi/book/10.1108/s2051-233320173","Volume 3 - Management and Diversity: Perspectives from Different National Contexts","978-1-78635-550-8","978-1-78635-549-2","Mustafa F. Özbilgin, Jean-François Chanlat","2017","","","International Perspectives on Equality, Diversity and Inclusion","2051-2333","Professor Eduardo Salas","HR, Learning & Organization Studies","0968-0810","HR, Learning & Organization Studies"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1108/s1529-2134201620","Volume 20 - Studies in Austrian Macroeconomics","978-1-78635-274-3","978-1-78635-273-6","Steven Horwitz","2016","","Part I: Austrian Monetary and Business Cycle Theory;Part II: The US and Canadian Experience Compared;Part III: The Political Economy of Regulation and Crisis","Advances in Austrian Economics","1529-2134","Daniel D’Amico; Adam Martin","Public Policy & Environmental Management","","Public Policy & Environmental Management"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/9781787565234","Terror, Leisure and Consumption: Spaces for Harm in a Post-Crash Era","978-1-78756-526-5","978-1-78756-523-4","Jennie Jacobs Kronenfeld","2018","This book uses a series of case studies from the ‘wave of terror across Europe’ to rethink the relationships between harm, crime, deviance, leisure and capitalism.","","Emerald Studies in Deviant Leisure","0275-4959","Loretta E. Bass","Sociology","1871-2673","Sociology"
"Public Policy & Environmental Management","https://www.emeraldinsight.com/doi/book/10.1108/s2053-7697201729","Volume 29 - Corruption, Accountability and Discretion","978-1-78743-556-8","978-1-78743-555-1","Gabriel Eweje","2017","","Etiology;Permeation of Corruption in Governance;Policy Issues;Oversight and Accountability","Public Policy and Governance","2053-7697","William Sun","Public Policy & Environmental Management","0007-070X","Public Policy & Environmental Management"
"Health & Social Care","https://www.emeraldinsight.com/doi/book/10.1108/s1474-8231%282013%2915","Volume 15 - Annual Review of Health Care Management: Revisiting The Evolution of Health Systems Organization","978-1-78350-715-3","978-1-78350-716-0","Jim Goes, Grant T. Savage, Leonard Friedman","2013","","Section I: Revisiting Complexity in Health Care Organization;Section II: Revisiting Health Systems Integration;Section III: Integration and Physician Relationships;Section IV: Future Directions","Advances in Health Care Management","1474-8231","Dr. Leonard H. Friedman, Dr. Jim Goes, Professor Grant T. Savage","Health & Social Care","1753-0180","Health & Social Care"
"Transport","https://www.emeraldinsight.com/doi/book/10.1108/s2044-9941%282012%291","Volume 1 - Cycling and Sustainability","978-1-78052-298-2","978-1-78052-299-9","John Parkin","2012","","Part 1: People;Part 2: Environment;Part 3: Economy","Transport and Sustainability","2044-9941","Stephen Ison, Maria Attard and Jon Shaw","Transport,","","Transport,"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1108/s1479-3512201529","Volume 29 - Adoption of Anglo-american Models of Corporate Governance and Financial Reporting in China","978-1-78350-898-3","978-1-78350-897-6","Huiying Wu, Chris Patel","2015","","","Studies in Managerial and Financial Accounting","1479-3512","Dr Anne M. Farrell","Accounting, Finance & Economics","0951-3574","Accounting, Finance & Economics"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1108/s1049-2585201422","Volume 22 - Economic Well-Being and Inequality: Papers from the Fifth ECINEQ Meeting","978-1-78350-567-8","978-1-78350-556-2","John A. Bishop, Juan Gabriel Rodríguez","2014","","","Research on Economic Inequality","1049-2585","Professor John Bishop","Accounting, Finance & Economics","2044-1398","Accounting, Finance & Economics"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1016/s1059-4337%282006%2939","Volume 39 - Studies in Law, Politics and Society","978-0-7623-1323-5","978-1-84950-422-5","Austin Sarat","2006","","Part I: Conflict, Violence and Legal Processes;Part II: Deciding Cases, Charting Progress","Studies in Law, Politics and Society","1059-4337","Professor Austin Sarat","Sociology","1871-2673","Sociology"
"Business, Management & Strategy","https://www.emeraldinsight.com/doi/book/10.1108/s1876-066x201430","Volume 30 - Evaluating Companies for Mergers and Acquisitions","978-1-78350-622-4","978-1-78350-621-7","Ibne Hassan, Pervez N. Ghauri","2014","","","International Business and Management","1876-066X","Professor Pervez Ghauri","Business, Management & Strategy","2444-8451","Business, Management & Strategy"
"Tourism & Hospitality","https://www.emeraldinsight.com/doi/book/10.1108/9781787439023","Tourism in Cuba: Casinos, Castros, and Challenges","978-1-78743-903-0","978-1-78743-902-3","Pauline J. Sheldon, Cathy H. C. Hsu","2018","Tourism in Cuba: Casinos, Castros, and Challenges presents an in-depth exploration of the history and development of tourism in Cuba. Beginning with the earliest days of prohibition in the US, Tony L. Henthorne illustrates how Cuba strove to position itself as an uninhibited Caribbean playground for the well-heeled American traveler.This book analyzes the ways in which Cuban tourism reached previously unimagined economic heights through the “new normal” of casinos, nightclubs, and prostitution during Fulgencio Batista’s reign, and it examines the forces sustaining his rise to power.Fidel Castro’s revolution set out to end Batista’s reign of corruption, promising a new beginning for Cuba and the Cuban people. Casinos were shuttered, and the other hedonistic trappings of decadence quickly vanished; relations between the US and Cuba were severed, and the island began a long transformative relationship with the Soviet Union. This book provides an illuminating insight into the impact of these social and economic changes upon tourism in Cuba.Henthorne goes on to explore Barack Obama’s significant travel and economic concessions to Cuba, which resulted in a soar in tourism, and he evaluates how Donald Trump has since scaled back on US overtures to Cuba. He also provides an insider’s look at the Cuban tourist product – what it was, what it is, and what it may be in the future.","Part I Casinos;Part II Castros;Part 3 Challenges","Tourism Social Science Series","1571-5043","Jafar Jafari","Tourism & Hospitality","2042-678X","Tourism & Hospitality"
"Sociology","https://www.emeraldinsight.com/loi/ijssp","International Journal of Sociology and Social Policy","978-0-7623-0720-3","978-1-84950-079-1","Vasilikie Demos, Marcia Texler Segal","2001","","","Advances in Gender Research","1529-2126","Professor Vasilikie Demos, Professor Marcia Segal","Sociology","0144-333X","Sociology"
"HR, Learning & Organization Studies","https://www.emeraldinsight.com/doi/book/10.1108/s2043-9059%282011%292","Volume 2 - Finance and Sustainability: Towards a New Paradigm? A Post-Crisis Agenda","978-1-78052-092-6","978-1-78052-093-3","William Sun, Céline Louche, Roland Pérez","2011","","Part I: Introduction;Part II: Financial Capitalism and Corporate Social Responsibility: The Changing Reality;Part III: Socially Responsible Investing: Mechanisms and Strategies in Reality Shaping;Part IV: Sustainable Finance: In Search of Alternative Approaches;Part V: Financial Choice and Risk Management in a Complex World","Critical Studies on Corporate Responsibility, Governance and Sustainability","2043-9059","William Sun","","",""
"Transport","https://www.emeraldinsight.com/doi/book/10.1108/9781848558458","Transport Survey Methods: Keeping up with a Changing World","978-1-84855-844-1","978-1-84855-845-8","Patrick Bonnel, Martin Lee-Gosselin, Johanna Zmud, Jean-Loup Madre","2009","This book is a new chapter in a continuing international collaboration on transportation survey methods. It identifies new challenges to the world community of transport survey specialists as well as the larger constituency of practitioners, planners, and decision-makers that it serves and provides potential solutions and recommendations for addressing them.","PART I: INTRODUCTION;PART II: SUSTAINABILITY AND TRAVELLER ADAPTATION;PART III: GLOBAL SOCIAL ISSUES;PART IV: FREIGHT AND TRANSIT PLANNING;PART V: TECHNOLOGY APPLICATIONS;PART VI: EMERGING/PERSISTENT SURVEY ISSUES AND DATA HARMONISATION","Transport and Sustainability","2044-9941","Stephen Ison, Maria Attard and Jon Shaw","Transport,","1750-6220","Transport,"
"Education","https://www.emeraldinsight.com/doi/book/10.1108/s2044-9968%282013%296_part_f","Volume 6 Part F - Increasing Student Engagement and Retention using Multimedia Technologies: Video Annotation, Multimedia Applications, Videoconferencing and Transmedia Storytelling","978-1-78190-513-5","978-1-78190-514-2","Laura A. Wankel, Patrick Blessinger","2013","","Part I: Adoption of Multimedia Technologies;Part II: Application of Multimedia Technologies","Cutting-edge Technologies in Higher Education","2044-9968","Charles Wankel","Education","0819-8691","Education"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1108/s1479-3504201721","Volume 21 - Understanding Mattessich and Ijiri: A Study of Accounting Thought","978-1-78714-842-0","978-1-78714-841-3","Warren S. Samuels","2017","","","Studies in the Development of Accounting Thought","1479-3504","Professor Luca Fiorito, Scott Scheall and Carlos Eduardo Suprinyak","Accounting, Finance & Economics","2040-8021","Accounting, Finance & Economics"
"Operations, Logistics & Quality","https://www.emeraldinsight.com/loi/jamr","Journal of Advances in Management Research","978-1-78743-082-2","978-1-78743-081-5","Huub Ruël","2017","","Part I Conceptualizing Business Diplomacy;Part II Topical Business Diplomacy;Part III Business Diplomacy","International Research in the Business Disciplines","1074-7877","Professor Craig S. Galbraith","Business, Management & Strategy","0972-7981","Business, Management & Strategy"
"HR, Learning & Organization Studies","https://www.emeraldinsight.com/doi/book/10.1108/s2059-65612017","The Ideological Evolution of Human Resource Management: A Critical Look into HRM Research and Practices","978-1-78743-390-8","978-1-78743-389-2","Jeffrey Polzer","2017","","","Critical Management Studies","2059-6561","Professor Eduardo Salas","HR, Learning & Organization Studies","0967-0734","HR, Learning & Organization Studies"
"Property Management & Built Environment","https://www.emeraldinsight.com/loi/jpmd","Journal of Place Management and Development","978-1-78635-829-5","978-1-78635-828-8","Paul Watt, Peer Smets","2017","In this book a fresh look at the central issues of architecture is assembled and recast into a fully integrated narrative, based on two foundational and complementary aspects of architectural design: those that give shape and those that give focus–forming and centering.","","","","","Property Management & Built Environment","1753-8335","Property Management & Built Environment"
"HR, Learning & Organization Studies","https://www.emeraldinsight.com/loi/jpeo","Journal of Participation and Employee Ownership","978-1-78714-562-7","978-1-78714-561-0","Patrick Flanagan, Patrick Primeaux, William Ferguson","2018","An exciting vision of what we can aspire to when sustainability is integrated within strategic practices across enterprise functions, systems, supply chains, and cities. The book will enable decision makers to recognize a new era of innovative value creation.","Section I A Dynamic Performance Frontier – Beyond Sustainability;Section II Building Shared Understanding;Section III Assessing the Current Reality (As Is);Section IV Brainstorming Actions to Close the Gap (To Be);Section V Prioritization – Action;Appendices","International Perspectives on Equality, Diversity and Inclusion","2051-2333","Michael Schwartz and Howard Harris","Economics,","2514-7641","Economics,"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1108/s2212-160920176","Volume 6 - The Economics of Airport Operations","978-1-78714-498-9","978-1-78714-497-2","John D. Bitzan, James H. Peoples","2017","","","Advances in Airline Economics","2212-1609","James H. Peoples, Jr","Accounting, Finance & Economics","2044-1398","Accounting, Finance & Economics"
"Education","https://www.emeraldinsight.com/doi/book/10.1108/s0735-004x201427","Volume 27 - Special Education Past, Present, and Future: Perspectives from the Field","978-1-78350-835-8","978-1-78350-836-5","Bryan G. Cook, Melody Tankersley, Timothy J. Landrum","2014","","","Advances in Learning and Behavioral Disabilities","0735-004X","Bryan G. Cook, Melody Tankersley & Timothy J. Landrum","Education","1933-5415","Education"
"Education","https://www.emeraldinsight.com/doi/book/10.1108/s1479-3660%282011%2912","Volume 12 - Leadership in Education, Corrections and Law Enforcement: A Commitment to Ethics, Equity and Excellence","978-1-78052-184-8","978-1-78052-185-5","Anthony H. Normore, Brian D. Fitch","2011","","Part I: Ethics, Leadership and Law;Part II: Interdisciplinary Collaborative Initiatives and Partnerships;Part III: Contemporary Issues in Education, Law Enforcement, and Corrections: Theory, Policies and Practice","Advances in Educational Administration","1479-3660","Anthony H. Normore, Ph.D.","Education","2397-7604","Education"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1108/s1085-4622%282009%2910","Volume 10 - Advances in Accounting Education","978-1-84855-882-3","978-1-84855-883-0","Bill N. Schwartz, Anthony H. Catanach","2009","","","Advances in Accounting Education","1085-4622","Dr Thomas G. Calderon","Accounting, Finance & Economics","0951-3574","Accounting, Finance & Economics"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/series/apbbef","","978-1-78743-410-3","978-1-78743-409-7","Cheng Few Lee, Min-Teh Yu","2017","","","Advances in Pacific Basin Business, Economics and Finance","2514-4650","Professor Mary A Malina","Economics","0951-3574","Economics"
"Business, Management & Strategy","https://www.emeraldinsight.com/series/rcbm","","978-1-78441-742-0","978-1-78441-741-3","Mohammad Elahee, Farid Sadrieh, Mike Wilman","2015","","Part I: Iran in the Global Economy;Part II: Nuclear Negotiations and Aftermath;Part III: Iran and Key Global Players","Research in Competence-Based Management","1744-2117","Professor Ron Sanchez and Professor Aimé Heene","HR, Learning & Organization Studies","2399-1747","HR, Learning & Organization Studies"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1016/s0190-1281%282008%2927","Volume 27 - Dimensions of Ritual Economy","978-0-7623-1485-0","978-1-84950-546-8","E. Christian Wells, Patricia A. McAnany","2008","","Part I: Provisioning and Consuming;Part II: Materializing and Substantiating Worldview;Part III: Managing Meaning and Shaping Interpretation;Part IV: The Challenge Ahead","Research in Economic Anthropology","0190-1281","Dr. Donald Wood","Sociology","2044-1398","Sociology"
"Education","https://www.emeraldinsight.com/doi/book/10.1108/s2048-0458201809","Volume 9 - Best Practices in Teaching Digital Literacies","978-1-78754-434-5","978-1-78754-551-9","Evan Ortlieb, Earl H. Cheek, Peggy Semingson","2018","","","Literacy Research, Practice and Evaluation","2048-0458","Evan Ortlieb and Earl H. Cheek, Jr.","Education","2046-3162","Education"
"HR, Learning & Organization Studies","https://www.emeraldinsight.com/doi/book/10.1108/s1529-2096201819","Volume 19 - Visual Ethics","978-1-78756-166-3","978-1-78756-165-6","Michael Schwartz, Howard Harris, Debra R. Comer","2018","","","Research in Ethical Issues in Organizations","1529-2096","Michael Schwartz and Howard Harris","HR, Learning & Organization Studies","2059-5891","HR, Learning & Organization Studies"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/loi/jefas","Journal of Economics, Finance and Administrative Science","978-0-7623-1068-5","978-1-84950-246-7","J. Jay Choi, Takato Hiraki","2003","","","International Finance Review","1569-3767","Professor J. Jay Choi","Economics","2077-1886","Economics"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/s0275-4959201533","Volume 33 - Education, Social Factors, and Health Beliefs in Health and Health Care Services","978-1-78560-367-9","978-1-78560-366-2","Jennie Jacobs Kronenfeld","2015","","Part I: Introduction to Volume;Part II: Beliefs and Health Beliefs;Part III: Education;Part IV: Mental Health;Part V: Other Social Factors;Part VI: Special Types of Care Settings","Research in the Sociology of Health Care","0275-4959","Loretta E. Bass","Sociology,","1753-7983","Sociology,"
"Tourism & Hospitality","https://www.emeraldinsight.com/series/bttp","","978-1-78754-817-6","978-1-78754-816-9","Jillian M. Rickly, Elizabeth S. Vidon","2018","","Marketing Maneuvers;Cultural (Mis)Interpretations;Technological Interventions;Theoretical Inquiries","Bridging Tourism Theory and Practice","2042-1443","Jafar Jafari and Liping A. Cai","Tourism & Hospitality","","Tourism & Hospitality"
"HR, Learning & Organization Studies","https://www.emeraldinsight.com/doi/book/10.1108/s0897-3016201523","Volume 23 - Research in Organizational Change and Development","978-1-78560-019-7","978-1-78560-018-0","Abraham B. (Rami) Shani, Debra A. Noumair","2015","","","Research in Organizational Change and Development","0897-3016","Richard Woodman, Professor William Pasmore, Abraham B. (Rami) Shani","HR, Learning & Organization Studies","0048-3486","HR, Learning & Organization Studies"
"Business, Management & Strategy","https://www.emeraldinsight.com/loi/ejmbe","European Journal of Management and Business Economics","978-0-7623-1033-3","978-1-84950-220-7","Curt H. Stiles, Craig S. Galbraith","2003","","","International Research in the Business Disciplines","1074-7877","Professor Craig S. Galbraith","Business, Management & Strategy","2444-8451","Business, Management & Strategy"
"Library Studies","https://www.emeraldinsight.com/doi/book/10.1016/s0732-0671%282006%2924","Volume 24 - Advances in Library Administration and Organization","978-0-7623-1410-2","978-1-84950-483-6","Edward D. Garten, Delmus E. Williams, James M. Nyce","2006","","","Advances in Library Administration and Organization","0732-0671","Samantha Schmehl Hines","Library Studies","","Library Studies"
"HR, Learning & Organization Studies","https://www.emeraldinsight.com/loi/jmd","Journal of Management Development","978-1-78714-562-7","978-1-78714-561-0","Patrick Flanagan, Patrick Primeaux, William Ferguson","2018","An exciting vision of what we can aspire to when sustainability is integrated within strategic practices across enterprise functions, systems, supply chains, and cities. The book will enable decision makers to recognize a new era of innovative value creation.","Section I A Dynamic Performance Frontier – Beyond Sustainability;Section II Building Shared Understanding;Section III Assessing the Current Reality (As Is);Section IV Brainstorming Actions to Close the Gap (To Be);Section V Prioritization – Action;Appendices","International Perspectives on Equality, Diversity and Inclusion","2051-2333","Michael Schwartz and Howard Harris","HR, Learning & Organization Studies","0262-1711","HR, Learning & Organization Studies"
"Business, Management & Strategy","https://www.emeraldinsight.com/doi/book/10.1108/s2514-175920182","Volume 2 - Corporate Social Responsibility","978-1-78754-260-0","978-1-78754-259-4","James Weber, David M. Wasieleski","2018","","The Origins and Developments of Corporate Social Responsibility;Assessing Corporate Social Responsibility in Asia and Europe;Investigating Corporate Social Responsibility in Practice;The Future Evolution of Corporate Social Responsibility;Epilogue","Business and Society 360","2514-1759","William Sun","Business, Management & Strategy","1472-0701","Business, Management & Strategy"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1016/s1572-8323%282007%293","Volume 3 - Managing Conflict in Economic Convergence of Regions in Greater Europe","978-0-7623-1357-0","978-1-84950-451-5","Frederic Carluer","2007","","","Contributions to Conflict Management, Peace Economics and Development","1572-8323","Professor Manas Chatterji","Public Policy & Environmental Management,","2050-8824","Public Policy & Environmental Management,"
"HR, Learning & Organization Studies","https://www.emeraldinsight.com/doi/book/10.1108/s0897-3016201624","Volume 24 - Research in Organizational Change and Development","978-1-78635-360-3","978-1-78635-359-7","Debra A. Noumair, Abraham B. (Rami) Shani","2016","","","Research in Organizational Change and Development","0897-3016","Richard Woodman, Professor William Pasmore, Abraham B. (Rami) Shani","HR, Learning & Organization Studies","0048-3486","HR, Learning & Organization Studies"
"Public Policy & Environmental Management","https://www.emeraldinsight.com/doi/book/10.1016/s0196-1152%282001%298","Volume 8 - The Organizational Response to Social Problems","978-0-7623-0716-6","978-1-84950-076-0","Stephanie W. Hartwell, Russell K. Schutt","2001","","Part I: The Changing Interorganizational Environment and Health Care;Part II. The Changing Interorganizational Environment and Community Processes;Part III. Changing Patterns of Organization — Client Relations and Improving Health Care;Part IV. Changing Patterns of Organization — Client Relations and Diminishing Crime and Violence","Research in Social Problems and Public Policy","0196-1152","Professor Ted I. K. Youn.","Sociology,","0034-6659","Sociology,"
"Education","https://www.emeraldinsight.com/doi/book/10.1108/s1479-3679%282012%2916","Volume 16 - Education Strategy in the Developing World: Revising the World Bank's Education Policy","978-1-78052-276-0","978-1-78052-277-7","Christopher S. Collins, Alexander W. Wiseman","2012","","Part I: Introduction;Part II: Strategy Development;Part III: Critical Issues and Perspectives;Part IV: Regional Evaluations","International Perspectives on Education and Society","1479-3679","Dr Alexander Wiseman","Education","0040-0912","Education"
"Marketing","https://www.emeraldinsight.com/doi/book/10.1108/s0885-2111201819","Volume 19 - Consumer Culture Theory","978-1-78743-907-8","978-1-78743-906-1","Samantha N. N. Cross, Cecilia Ruvalcaba, Alladi Venkatesh, Russell W. Belk","2018","","Part I: (Hyper) Reality and Cultural Hybridization;Part II: Navigating the Marketplace;Part III: The Consumer Culture Theory Paradigm","Research in Consumer Behavior","0885-2111","Professor Russell W. Belk","Marketing","1355-5855","Marketing"
